0:0:0:0:0:0:0:1 - - [02/Aug/2024:12:40:12 +0530] "GET /real-estate HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Aug/2024:12:40:13 +0530] "GET /real-estate/ HTTP/1.1" 200 2850
0:0:0:0:0:0:0:1 - - [02/Aug/2024:12:40:13 +0530] "GET /favicon.ico HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [02/Aug/2024:12:40:17 +0530] "GET /real-estate/login.jsp HTTP/1.1" 200 5367
0:0:0:0:0:0:0:1 - - [02/Aug/2024:12:40:29 +0530] "GET /real-estate/getUserEmailID/vinod111@gmail.com HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [02/Aug/2024:12:40:36 +0530] "POST /real-estate/login HTTP/1.1" 200 6706
0:0:0:0:0:0:0:1 - - [02/Aug/2024:12:40:50 +0530] "POST /real-estate/otpAction HTTP/1.1" 200 12358
0:0:0:0:0:0:0:1 - - [02/Aug/2024:12:41:09 +0530] "GET /real-estate/buyProperty?id=7 HTTP/1.1" 200 23793
0:0:0:0:0:0:0:1 - - [02/Aug/2024:12:41:39 +0530] "GET /real-estate/buyProperty?id=7 HTTP/1.1" 200 23793
0:0:0:0:0:0:0:1 - - [02/Aug/2024:12:42:03 +0530] "GET /favicon.ico HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [02/Aug/2024:12:42:25 +0530] "GET /real-estate/home.jsp HTTP/1.1" 200 12358
0:0:0:0:0:0:0:1 - - [02/Aug/2024:12:42:28 +0530] "GET /real-estate/buyProperty?id=7 HTTP/1.1" 200 23793
0:0:0:0:0:0:0:1 - - [02/Aug/2024:12:42:31 +0530] "GET /real-estate/buyProperty?id=7 HTTP/1.1" 200 23793
0:0:0:0:0:0:0:1 - - [02/Aug/2024:12:42:32 +0530] "GET /real-estate/buyProperty?id=7 HTTP/1.1" 200 23793
0:0:0:0:0:0:0:1 - - [02/Aug/2024:12:42:32 +0530] "GET /real-estate/buyProperty?id=7 HTTP/1.1" 200 23793
0:0:0:0:0:0:0:1 - - [02/Aug/2024:12:42:32 +0530] "GET /real-estate/buyProperty?id=7 HTTP/1.1" 200 23793
0:0:0:0:0:0:0:1 - - [02/Aug/2024:12:42:33 +0530] "GET /real-estate/buyProperty?id=7 HTTP/1.1" 200 23793
0:0:0:0:0:0:0:1 - - [02/Aug/2024:12:42:33 +0530] "GET /real-estate/buyProperty?id=7 HTTP/1.1" 200 23793
0:0:0:0:0:0:0:1 - - [02/Aug/2024:12:42:33 +0530] "GET /real-estate/buyProperty?id=7 HTTP/1.1" 200 23793
0:0:0:0:0:0:0:1 - - [02/Aug/2024:12:42:49 +0530] "GET /real-estate/home.jsp HTTP/1.1" 200 12358
0:0:0:0:0:0:0:1 - - [02/Aug/2024:12:42:49 +0530] "GET /favicon.ico HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [02/Aug/2024:12:42:51 +0530] "GET /real-estate/propertySell.jsp?id=7 HTTP/1.1" 200 5417
0:0:0:0:0:0:0:1 - - [02/Aug/2024:12:42:53 +0530] "GET /real-estate/home.jsp HTTP/1.1" 200 12358
0:0:0:0:0:0:0:1 - - [02/Aug/2024:12:42:55 +0530] "GET /real-estate/propertySell.jsp?id=7 HTTP/1.1" 200 5417
0:0:0:0:0:0:0:1 - - [02/Aug/2024:12:43:00 +0530] "GET /real-estate/home.jsp HTTP/1.1" 200 12358
0:0:0:0:0:0:0:1 - - [02/Aug/2024:12:43:01 +0530] "GET /real-estate/reviewProperty?id=7 HTTP/1.1" 200 9062
0:0:0:0:0:0:0:1 - - [02/Aug/2024:12:43:03 +0530] "GET /real-estate/home.jsp HTTP/1.1" 200 12358
0:0:0:0:0:0:0:1 - - [02/Aug/2024:12:43:07 +0530] "GET /real-estate/buyProperty?id=7 HTTP/1.1" 200 23793
