0:0:0:0:0:0:0:1 - - [20/Jul/2024:14:39:34 +0530] "GET /real-estate HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Jul/2024:14:39:35 +0530] "GET /real-estate/ HTTP/1.1" 200 2850
0:0:0:0:0:0:0:1 - - [20/Jul/2024:14:39:35 +0530] "GET /favicon.ico HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [20/Jul/2024:14:39:41 +0530] "GET /real-estate/login.jsp HTTP/1.1" 200 5367
0:0:0:0:0:0:0:1 - - [20/Jul/2024:14:39:44 +0530] "GET /real-estate/getUserEmailID/sachinom2001@gmail.com HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [20/Jul/2024:14:39:54 +0530] "POST /real-estate/login HTTP/1.1" 200 6710
0:0:0:0:0:0:0:1 - - [20/Jul/2024:14:40:01 +0530] "POST /real-estate/otpAction HTTP/1.1" 200 11590
0:0:0:0:0:0:0:1 - - [20/Jul/2024:14:40:01 +0530] "GET /real-estate/images/user.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Jul/2024:14:41:27 +0530] "GET /real-estate/reviewProperty?id=1 HTTP/1.1" 200 11174
0:0:0:0:0:0:0:1 - - [20/Jul/2024:14:52:53 +0530] "GET /real-estate/reviewProperty?id=1 HTTP/1.1" 200 12344
0:0:0:0:0:0:0:1 - - [20/Jul/2024:14:52:53 +0530] "GET /real-estate/reviewProperty?id=1 HTTP/1.1" 200 12344
0:0:0:0:0:0:0:1 - - [20/Jul/2024:14:52:53 +0530] "GET /real-estate/reviewProperty?id=1 HTTP/1.1" 200 12344
0:0:0:0:0:0:0:1 - - [20/Jul/2024:14:52:53 +0530] "GET /real-estate/reviewProperty?id=1 HTTP/1.1" 200 12344
0:0:0:0:0:0:0:1 - - [20/Jul/2024:14:52:54 +0530] "GET /favicon.ico HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [20/Jul/2024:14:53:02 +0530] "GET /real-estate/reviewProperty?id=1 HTTP/1.1" 200 12344
0:0:0:0:0:0:0:1 - - [20/Jul/2024:14:53:02 +0530] "GET /favicon.ico HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [20/Jul/2024:14:53:02 +0530] "GET /real-estate/reviewProperty?id=1 HTTP/1.1" 200 12344
0:0:0:0:0:0:0:1 - - [20/Jul/2024:14:53:02 +0530] "GET /favicon.ico HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [20/Jul/2024:14:53:02 +0530] "GET /real-estate/reviewProperty?id=1 HTTP/1.1" 200 12344
0:0:0:0:0:0:0:1 - - [20/Jul/2024:14:53:02 +0530] "GET /favicon.ico HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [20/Jul/2024:14:53:02 +0530] "GET /real-estate/reviewProperty?id=1 HTTP/1.1" 200 12344
0:0:0:0:0:0:0:1 - - [20/Jul/2024:14:53:02 +0530] "GET /favicon.ico HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [20/Jul/2024:14:53:03 +0530] "GET /real-estate/reviewProperty?id=1 HTTP/1.1" 200 12344
0:0:0:0:0:0:0:1 - - [20/Jul/2024:15:02:01 +0530] "GET /real-estate/reviewProperty?id=1 HTTP/1.1" 500 5436
0:0:0:0:0:0:0:1 - - [20/Jul/2024:15:02:01 +0530] "GET /real-estate/reviewProperty?id=1 HTTP/1.1" 500 5436
0:0:0:0:0:0:0:1 - - [20/Jul/2024:15:02:01 +0530] "GET /real-estate/reviewProperty?id=1 HTTP/1.1" 500 5436
0:0:0:0:0:0:0:1 - - [20/Jul/2024:15:02:01 +0530] "GET /real-estate/reviewProperty?id=1 HTTP/1.1" 500 5436
0:0:0:0:0:0:0:1 - - [20/Jul/2024:15:02:01 +0530] "GET /favicon.ico HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [20/Jul/2024:15:02:01 +0530] "GET /real-estate/reviewProperty?id=1 HTTP/1.1" 500 5436
0:0:0:0:0:0:0:1 - - [20/Jul/2024:15:03:06 +0530] "GET /real-estate/reviewProperty?id=1 HTTP/1.1" 200 15238
0:0:0:0:0:0:0:1 - - [20/Jul/2024:15:03:06 +0530] "GET /favicon.ico HTTP/1.1" 404 682
