0:0:0:0:0:0:0:1 - - [15/Jul/2024:18:23:48 +0530] "GET /real-estate HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:18:23:49 +0530] "GET /real-estate/ HTTP/1.1" 200 2281
0:0:0:0:0:0:0:1 - - [15/Jul/2024:18:23:52 +0530] "GET /favicon.ico HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [15/Jul/2024:18:24:06 +0530] "GET /real-estate/login.jsp HTTP/1.1" 200 5367
0:0:0:0:0:0:0:1 - - [15/Jul/2024:18:24:19 +0530] "GET /real-estate/getUserEmailID/sachinom2001@gmail.com HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [15/Jul/2024:18:24:31 +0530] "POST /real-estate/login HTTP/1.1" 200 6735
0:0:0:0:0:0:0:1 - - [15/Jul/2024:18:24:40 +0530] "POST /real-estate/otpAction HTTP/1.1" 200 4264
0:0:0:0:0:0:0:1 - - [15/Jul/2024:18:25:20 +0530] "GET /real-estate/propertySell.jsp?id=1 HTTP/1.1" 200 6346
0:0:0:0:0:0:0:1 - - [15/Jul/2024:18:25:31 +0530] "GET /real-estate/home.jsp HTTP/1.1" 200 4264
0:0:0:0:0:0:0:1 - - [15/Jul/2024:18:25:35 +0530] "GET /real-estate/buyProperty?id=1 HTTP/1.1" 200 12179
0:0:0:0:0:0:0:1 - - [15/Jul/2024:18:26:09 +0530] "GET /real-estate/propertyBid.jsp?propertyId=3&propertyName=Sri%20Krishna%20Bakery HTTP/1.1" 200 6025
0:0:0:0:0:0:0:1 - - [15/Jul/2024:18:26:36 +0530] "POST /real-estate/bidProperty HTTP/1.1" 400 762
0:0:0:0:0:0:0:1 - - [15/Jul/2024:18:26:46 +0530] "GET /real-estate/propertyBid.jsp?propertyId=3&propertyName=Sri%20Krishna%20Bakery HTTP/1.1" 200 6025
0:0:0:0:0:0:0:1 - - [15/Jul/2024:18:26:46 +0530] "GET /favicon.ico HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [15/Jul/2024:18:27:08 +0530] "GET /real-estate/buyProperty?id=1 HTTP/1.1" 200 12179
0:0:0:0:0:0:0:1 - - [15/Jul/2024:18:27:10 +0530] "GET /real-estate/home.jsp HTTP/1.1" 200 4264
0:0:0:0:0:0:0:1 - - [15/Jul/2024:18:27:13 +0530] "GET /real-estate/propertySell.jsp?id=1 HTTP/1.1" 200 6346
0:0:0:0:0:0:0:1 - - [15/Jul/2024:18:27:17 +0530] "GET /real-estate/home.jsp HTTP/1.1" 200 4264
0:0:0:0:0:0:0:1 - - [15/Jul/2024:18:27:20 +0530] "GET /real-estate/buyProperty?id=1 HTTP/1.1" 200 12179
